target_datetime,ths_underlying_code_option,ths_maturity_date_option,z0,z1,z2,z3,z4,z5,fit_status,fit_error,n_observations,n_unique_strikes,x_min,x_max,condition_number,fit_rmse,used_pinv
2023-01-04 11:20:00,000300.SH,20230317,-0.00468839324682827,1.0,-0.012560866149031645,0.00011683131915187193,0.016754825886971064,-0.00012888815895119676,success,,29,29,-0.23491922428476297,0.24311657665823685,23507680.32359164,0.00025815664046290943,False
2023-01-04 13:10:00,000300.SH,20230317,-0.004938424668136567,1.0,-0.018872031226608087,0.0001921093578096349,0.018081897614609686,-0.00013640509582121533,success,,30,30,-0.23267831948290127,0.24535748146009867,21816873.792865884,0.00019441297769020016,False
2023-01-04 13:50:00,000300.SH,20230317,-0.0034180989407822707,1.0,-0.022711005719139258,0.0001622816401527509,0.010223934377023857,-9.206522885014008e-05,success,,30,30,-0.23097407310058465,0.2470617278424154,28362401.89991119,0.00019578971749196873,False
2023-01-04 14:30:00,000300.SH,20230317,-0.004675724476922798,1.0,-0.0218190318779062,0.00021019629097828918,0.01801508977050987,-0.00013583312591987967,success,,30,30,-0.2330955473124573,0.24494025363054253,25121095.89941501,0.00016101384577263639,False
2023-01-04 10:00:00,000852.SH,20230120,-0.0022440374390061703,1.0,-0.007262324370744016,3.625743050838183e-05,0.015013107212284561,-1.9086304802113575e-05,success,,21,21,-0.15640489835132487,0.15375002995251438,488342972.8877276,3.4341999242804307e-05,False
2023-01-04 10:40:00,000852.SH,20230120,-0.0012663026839803886,1.0,0.006594518699062935,-1.2190609008343888e-06,0.005785617550061626,-7.689953429070845e-06,success,,21,21,-0.15602780446704678,0.15412712383679272,369191340.15661705,0.0001539326169694057,False
2023-01-04 11:20:00,000852.SH,20230120,-0.0006051032455213616,1.0,-0.0058109881018845394,1.6456841683737467e-05,0.0014354001082320488,-2.7856920900634336e-06,success,,21,21,-0.15599033125540326,0.15416459704843619,683023170.7341723,0.00012549750657289227,False
2023-01-04 13:10:00,000852.SH,20230120,-0.001378596955406722,1.0,-0.004226268115086908,3.396075111022071e-05,0.006888381231691605,-8.78669957307664e-06,success,,21,21,-0.15261456644046473,0.15754036186337483,432962445.35287374,7.228992038395418e-05,False
2023-01-04 13:50:00,000852.SH,20230120,-0.002304732375177548,1.0,0.0030083804453664895,4.0517266603002667e-05,0.013802506446985682,-1.6193635997208212e-05,success,,21,21,-0.1497193339609134,0.16043559434292617,368433076.9665106,5.5717302827046895e-05,False
2023-01-04 14:30:00,000852.SH,20230120,-0.0021617338672711467,1.0,0.012212058024291622,1.5755315242793923e-05,0.012843382465643585,-1.487775134208233e-05,success,,21,21,-0.15240859316368263,0.1577463351401567,353478323.5688801,8.980079983793884e-05,False
2023-01-04 10:00:00,000852.SH,20230217,-0.0015094892721523485,1.0,0.023204108614918856,-2.4085672890500634e-05,0.004702095216249264,-2.685253219942506e-05,success,,20,20,-0.15363725347380225,0.14309465449789652,356092461.1706314,8.603050650920825e-05,False
2023-01-04 10:40:00,000852.SH,20230217,-0.0027158440762775323,1.0,0.015755700157038543,5.3187640998323496e-05,0.01404544023415623,-5.46437219801682e-05,success,,20,20,-0.15288396448919225,0.14384794348250657,347698893.7607448,4.0962836718657175e-05,False
2023-01-04 11:20:00,000852.SH,20230217,-0.0013509593661203472,1.0,0.012961972454330435,1.1762914464673556e-05,0.003789705981101104,-2.2618837232473907e-05,success,,20,20,-0.1527218676518699,0.14401004031982914,420572066.4842497,5.695500767751942e-05,False
2023-01-04 13:10:00,000852.SH,20230217,-0.0014938614064651402,1.0,0.020090125920801925,-1.6095110087027006e-05,0.005376648940562473,-2.8293488022558774e-05,success,,20,20,-0.14929991060589046,0.14743199736580836,417140961.03589696,6.947835191272059e-05,False
2023-01-04 13:50:00,000852.SH,20230217,-0.0002596386517170199,1.0,-0.00625243499606594,3.450158741620651e-05,-0.004810374499848491,4.864173973930057e-06,success,,20,20,-0.1459893541357271,0.15074255383597157,1053959945.1913756,5.403717172060768e-05,False
2023-01-04 14:30:00,000852.SH,20230217,-0.0008041319863300936,1.0,0.017443302597074727,-3.1385650189175285e-05,0.0006418648679796624,-1.2975929533974562e-05,success,,20,20,-0.14890749668495934,0.14782441128673957,599413416.2087758,8.88505085139514e-05,False
2023-01-04 10:00:00,000852.SH,20230317,-0.005883464732555528,1.0,-0.03217906668274929,0.00030735665906933156,0.024761958604638565,-0.0001747996371941346,success,,25,25,-0.20500423423040554,0.2504712944524203,23440692.6330099,0.0001951277303649436,False
2023-01-04 10:40:00,000852.SH,20230317,-0.007286145468680874,1.0,-0.0354894894431806,0.00045877829620668246,0.033642256696813574,-0.0002205544797864623,success,,24,24,-0.20425885943602903,0.25121666924679675,21604754.41990985,0.00019461805399369626,False
2023-01-04 11:20:00,000852.SH,20230317,-0.0037783515117914912,1.0,-0.04989937838276691,0.00039650610457729596,0.015302384149543597,-0.00012068874141990772,success,,25,25,-0.20425710921367976,0.25121841946914597,34604844.04999027,0.00019324884107724158,False
2023-01-04 13:10:00,000852.SH,20230317,-0.0054130379847287125,1.0,-0.021613846803419254,0.00022112911498334829,0.01909060630269745,-0.0001405426187096032,success,,25,25,-0.20093827496253355,0.2545372537202923,20263545.897020347,0.00026525167923347685,False
