date,next_date,lambda_10000_delta_5_daily_return,lambda_10000_delta_5_cumulative_return,lambda_12000_delta_5_daily_return,lambda_12000_delta_5_cumulative_return,lambda_14000_delta_5_daily_return,lambda_14000_delta_5_cumulative_return,lambda_16000_delta_5_daily_return,lambda_16000_delta_5_cumulative_return,lambda_18000_delta_5_daily_return,lambda_18000_delta_5_cumulative_return,lambda_20000_delta_5_daily_return,lambda_20000_delta_5_cumulative_return,lambda_10000_delta_3_daily_return,lambda_10000_delta_3_cumulative_return,lambda_10000_delta_4_daily_return,lambda_10000_delta_4_cumulative_return,lambda_10000_delta_5_delta_sweep_daily_return,lambda_10000_delta_5_delta_sweep_cumulative_return,lambda_10000_delta_6_daily_return,lambda_10000_delta_6_cumulative_return,lambda_10000_delta_7_daily_return,lambda_10000_delta_7_cumulative_return,lambda_10000_delta_8_daily_return,lambda_10000_delta_8_cumulative_return,lambda_10000_delta_9_daily_return,lambda_10000_delta_9_cumulative_return
2025-03-04,2025-03-05,0.0076672999901615,0.0850800309724788,0.0076358753690827,0.0977026696737657,0.0076139154855057,0.103233034948446,0.0075967527109458,0.107335600990295,0.0075746580838021,0.1104736736050349,0.007546319060515332,0.11272040251919302,0.0076672999901615,0.0528993125123413,0.0076672999901615,0.0674159988194118,0.0076672999901615,0.0850800309724788,0.0076672999901615,0.0973680369824827,0.0076672999901615,0.1035595094560926,0.0076672999901615,0.1086281142610019,0.0076672999901615,0.1124653350091415
2025-03-05,2025-03-06,-0.016892802722817,0.0667499880707926,-0.0169733757968034,0.0790709497482384,-0.0171213485453963,0.0843441976302983,-0.0173199151358869,0.0881566423541966,-0.0174742263288592,0.0910690053002207,-0.017598156530452283,0.09313857470103248,-0.016892802722817,0.0351128921390806,-0.016892802722817,0.0493843509281768,-0.016892802722817,0.0667499880707926,-0.016892802722817,0.0788304152194128,-0.016892802722817,0.084917296369962,-0.016892802722817,0.0899002782338223,-0.016892802722817,0.0936726775688596
2025-03-06,2025-03-07,0.0110669222186078,0.0785556272154728,0.0110493916395188,0.0909940272788343,0.0110275849057768,0.0963018953367529,0.011009549396648,0.1001367566594857,0.0109954578885169,0.1030658086014655,0.010984242182939896,0.10514587354506233,0.0110669222186078,0.046568406003862,0.0110669222186078,0.060997805917323,0.0110669222186078,0.0785556272154728,0.0110669222186078,0.0907697475117144,0.0110669222186078,0.0969239917025106,0.0110669222186078,0.101962119839075,0.0110669222186078,0.1057762680241307
2025-03-07,2025-03-10,0.0057974998620615,0.0848085533154803,0.0058246279363429,0.0973486615685059,0.0058439596436796,0.1027086393703904,0.0058302364885458,0.1065508141205524,0.0057906354030207,0.109453260524615,0.005759208350115201,0.11151063888807844,0.0057974998620615,0.0526358861933073,0.0057974998620615,0.0671489405507763,0.0057974998620615,0.0848085533154803,0.0057974998620615,0.0970934849724545,0.0057974998620615,0.103283408393098,0.0057974998620615,0.108350745076839,0.0057974998620615,0.1121870057854717
2025-03-10,2025-03-11,-0.0016115608591444,0.0830603183112919,-0.0016436827267322,0.0955449685282832,-0.0016666289902778,0.1008708331841858,-0.0016826057132735,0.1046889253986858,-0.0015734925287516,0.1077075441081805,-0.0014863059734139335,0.10985859398598596,-0.0016115608591444,0.0509394994001874,-0.0016115608591444,0.0654291650873071,-0.0016115608591444,0.0830603183112919,-0.0016115608591444,0.0953254520532504,-0.0016115608591444,0.1015054000355881,-0.0016115608591444,0.1065645703978694,-0.0016115608591444,0.1103946487388987
2025-03-11,2025-03-12,0.0046874062672872,0.0881370620351944,0.0047145819173946,0.1007100050265992,0.0047334579006301,0.1060817589270948,0.0047469751044015,0.1099328562256614,0.0047629870809131,0.1129835408301977,0.00482670621629038,0.11521555536078143,0.0046874062672872,0.0558656797962155,0.0046874062672872,0.070423264433088,0.0046874062672872,0.0881370620351944,0.0046874062672872,0.1004596874419241,0.0046874062672872,0.1066686033511656,0.0046874062672872,0.1117514881003105,0.0046874062672872,0.1155995195745596
2025-03-12,2025-03-13,-0.0033924218807663,0.0844456420566734,-0.0031832618142547,0.0972061568990299,-0.003080901805924,0.1026740296385166,-0.0030009205175721,0.1066020359442863,-0.0029352048307751,0.1097167061645798,-0.002880031403206647,0.11200369953999778,-0.0033924218807663,0.0522837379609246,-0.0033924218807663,0.0667919371291438,-0.0033924218807663,0.0844456420566734,-0.0033924218807663,0.0967264639193448,-0.0033924218807663,0.1029143165663999,-0.0033924218807663,0.1079799580261045,-0.0033924218807663,0.1118149353541824
2025-03-13,2025-03-14,-0.0144275704842777,0.068799726119533,-0.0144143452273605,0.0813906485679016,-0.0143885469810251,0.0868081525583066,-0.0143661158160766,0.0907044629336044,-0.0143433011129485,0.0937997052979917,-0.01432786028539112,0.09607106589615055,-0.0144275704842777,0.0371018401620342,-0.0144275704842777,0.0514007212641538,-0.0144275704842777,0.068799726119533,-0.0144275704842777,0.0809033655591757,-0.0144275704842777,0.0870019425260191,-0.0144275704842777,0.0919944990865158,-0.0144275704842777,0.095774147008887
2025-03-14,2025-03-17,0.0093865645966886,0.0788320837896772,0.0092589034838347,0.0914031402113133,0.0091979850155986,0.0968045976603686,0.0091774282647349,0.1007143249002038,0.009160023208148,0.1038189359835866,0.009165499643208683,0.10611710485955306,0.0093865645966886,0.0468366635780597,0.0093865645966886,0.0612697620513047,0.0093865645966886,0.0788320837896772,0.0093865645966886,0.0910493348227752,0.0093865645966886,0.0972051564762657,0.0093865645966886,0.1022445759914201,0.0093865645966886,0.1060597018231674
2025-03-17,2025-03-18,0.0013502900973295,0.0802888200690998,0.001417560947098,0.092950270680417,0.0014731193374613,0.0984203217225985,0.0014916199566082,0.1023561723537493,0.0015208541190456,0.1054976835590577,0.0015457863720482546,0.10782692560613438,0.0013502900973295,0.0482501967584108,0.0013502900973295,0.0627027841015981,0.0013502900973295,0.0802888200690998,0.0013502900973295,0.0925225679352845,0.0013502900973295,0.0986867017337946,0.0013502900973295,0.1037329259272166,0.0013502900973295,0.1075532032855948
